ID,nome_receita,ingredientes,modo-de-preparo,ingredientes_cobertura,ingredientes_decoracao,video_receita,ingredientes_recheio,ingredientes_finalizacao,total-da-massa,total-da_cobertura,total-da_decoracao,total-da_finalizacao,total-do_recheio
3949,Stollen Pascal com IREKS SUPERSOFT C50 | IREKS SOFT LIFE,"Pré-fermento (esponja) (45,45%, 2725g); Farinha de trigo especial (25%, 1500g); IREKS SUPERSOFT (50%, 3000g); IREKS SOFT LIFE (1%, 60g); Manteiga (amolecida) (25%, 1500g); Ovos (25%, 1500g); Aroma de amêndoas (0,5%, 30g); Leite integral (gelado) (9,25%, 555ml)","Preparo do recheio: deixar as amêndoas de molho no rum por 48 horas Preparo do pré-fermento: misturar todos os ingredientes até obter o ponto de véu e deixar descansar por 30 minutos, coberta com plástico Tempo de preparo da massa (pré-fermento + reforço): 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 30 minutos, coberta com plástico Recheio: misturar a massa e o recheio por 2 minutos na velocidade 1 até ficar bem distribuído Peso das peças sugerido: 960 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: 10 minutos, cobertas com plástico Fermentação: 30 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 50 minutos sem vapor ou até obter o ponto Finalização: banhar o Stollen no chocolate derretido Rendimento: 15 Stollens de aprox. 1.012 g cada","Chocolate ao leite (37,5%, gg)",,,"Gotas de chocolate ao leite (forneável) (61,6%, gg); Amêndoas sem casca (torradas e picadas) (13,3%, gg); Rum (6,66%, mlml)",,9732,2250,,,
3951,Pão Schoko Coffee com IREKS PANE LIEVITO MADRE C50 | IREKS MALTE DARK,"Farinha de trigo especial (50%, 5000g); IREKS PANE LIEVITO MADRE C50 (50%, 5000g); IREKS MALTE DARK (1%, 100g); Gotas de chocolate (10%, 1000g); Café solúvel (1%, 100g); Fermento fresco (1,5%, 150g); Água (gelada) (62%, 6200ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, adicionar gotas no final do batimento e misturar na velocidade 1 Peso das peças sugerido: 80 g ou no tamanho desejado Descanso das peças: 30 minutos Formato: modelar em formato de gotas Fermentação: fermentar no mínimo por 18 horas sob refrigeração a 5°C ou 60 minutos em estufa a 32ºC Finalização: fazer um corte central com auxílio de um cortador de pestana e passar um fio de manteiga no corte Temperatura do forno: 230°C Tempo de forneamento: fornear com vapor a 230°C por 20 minutos ou até obter o ponto Rendimento: 219 pães de aprox. 70 g cada",,,,,,17550,,,,
3953,Schoko Bolinhas com IREKS SCHOKO BRIOCHE | IREKS COBERTURA PASCAL,"IREKS SCHOKO BRIOCHE  (100%, 2000g); Gotas de chocolate (congeladas) (30%, 600g); Ovos (gelados) (30%, 600g); Margarina (com 80% de lipídios) (15%, 300g); Fermento fresco  (6%, 120g); Água (gelada) (15%, 300ml)","Tempo de preparo da cobertura: misturar o produto IREKS e o cacau por 1 minuto na velocidade 1, adicionar a água e misturar por 3 minutos na velocidade 1 (com batedor tipo raquete) Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as gotas de chocolate) Peso das peças sugerido: 25 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: acondicionar 7 peças em um aro (15 cm de diâmetro) Fermentação: 90 minutos ou até obter o ponto Finalização: aplicar a cobertura e finalizar com as gotas de chocolate Temperatura do forno: 170°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Rendimento: 22 unidades de aprox. 279 g cada","IREKS COBERTURA PASCAL (75%, gg); Cacau alcalino (3,75%, gg); Água (temperatura ambiente) (22,5%, mlml)",,,,"Gotas de chocolate ao leite (44%, gg)",3920,2025,,880,
3956,Pain Au Chocolat com IREKS CROISSANT MANTEIGA C50,"Farinha de trigo especial (50%, 5000g); IREKS CROISSANT MANTEIGA C50 (50%, 5000g); Margarina folhada (50%, 5000g); Manteiga (7%, 700g); Fermento fresco  (2%, 200g); Água (gelada) / gelo (em escamas) *recomendamos usar metade de água e metade de gelo (45%, 4500ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas Descanso das peças: 10 minutos, cobertas com plástico Formato: cortar a massa em retângulos (5 cm x 18 cm) e modelar em formato Pain au Chocolat Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos com pouco vapor ou até obter o ponto Dica: é recomendado descansar a massa por 60 minutos, coberta com plástico sob refrigeração Rendimento: 342 Pains au Chocolat de aprox. 63 g cada",,,,"Palitos de chocolate (forneável) (54,7%, gg)",,20400,,,,5472
3958,Cake Pistache com IREKS GOLDEN CAKE NEUTRO | IREKS GOLDEN CREME,"IREKS GOLDEN CAKE NEUTRO (100%, 2000g); Ovos (40%, 800g); Óleo vegetal (25%, 500g); Pasta de pistache (7,5%, 150g); Pistache (picado) (2,5%, 50g); Água (temperatura ambiente) (25%, 500ml)","Tempo de preparo do chantilly: bater até atingir um ponto firme e reservar Tempo de preparo do creme: colocar todos os ingredientes na batedeira, exceto o chantilly, bater por 5 minutos na velocidade 3, adicionar o chantilly e bater por mais 2 minutos na velocidade 1, reservar Tempo de preparo da massa: 4 minutos na velocidade 1 (com batedor tipo raquete) Peso das peças sugerido: 220 g ou no tamanho desejado, acondicionar em formas redondas Temperatura: 160°C Tempo de forneamento: 30 a 35 minutos sem vapor ou até obter o ponto Montagem: após frio, com auxílio de um acetato iniciar a montagem do bolo, intercalando três massas e dois recheios, utilizando a ganache de pistache para fazer uma cinta de contenção, levar para gelar Finalização: retirar o acetato e decorar com chantilly, ganache e itens decorativos de Pásc Rendimento: 6 bolos de aprox. 1.693 g cada (com recheio)","Ganache de pistache (75%, gg)",,,"IREKS GOLDEN CREME (50%, gg); Chantilly (50%, gg); Leite condensado (38%, gg); Creme de leite (20%, gg); Leite de coco (20%, gg); Leite em pó (9%, gg); Pasta de pistache (5%, gg); Água (gelada) (100%, mlml)",,4000,1500,,,5840
3960,Slice Prestígio com IREKS GOLDEN CAKE CHOCOLATE | IREKS GOLDEN CREME,"IREKS GOLDEN CAKE CHOCOLATE (100%, 1500g); Ovos (45%, 675g); Óleo vegetal (20%, 300g); Água (temperatura ambiente) (30%, 450ml)","Tempo de preparo do recheio: levar todos os líquidos ao fogo, após ferver, adicionar o coco ralado e cozinhar por 10 minutos. Após esfriar, bater com IREKS GOLDEN CREME até obter o ponto, reservar Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Formato: acondicionar a massa em uma forma retangular previamente untada Temperatura: 170°C Tempo de forneamento: 30 a 35 minutos sem vapor ou até obter o ponto Montagem: após esfriar, cortar o bolo horizontalmente, aplicar o recheio de coco e cobrir com a outra metade, aplicar o ganache e porcionar conforme o tamanho desejado Rendimento: 1 bolo de aprox. 5.918 g (cada tabuleiro)","Ganache de ao leite (40%, gg)",,,"IREKS GOLDEN CREME (20%, gg); Coco ralado (em flocos) (80%, gg); Leite condensado (33,33%, gg); Leite integral (gelado) (80%, mlml)",,2925,600,,,3200
3983,PÃO DE BATATA TORTANO COM IREKS PÃO DE BATATA ESPECIAL C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE BATATA ESPECIAL C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (4,5%, 450g); Água (gelada) (45%, 4500ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: abrir a massa, aplicar a calabresa e enrolar no formato de filão, fazer cortes na massa, conforme a foto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 28 minutos sem vapor ou até obter o ponto Dica: pincelar com ovos no meio da fermentação e polvilhar queijo parmesão ralado Rendimento: 44 tortanos com aprox. 459 g cada",,,https://www.instagram.com/p/DJummDLvw6q/,"Linguiça calabresa (70%, gg)",,15450,,,,7000
3985,PÃO DE BATATA COM ALHO COM IREKS PÃO DE BATATA ESPECIAL C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE BATATA ESPECIAL C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (4,5%, 450g); Água (gelada) (45%, 4500ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: bolear a massa, abrir no formato de pizza com 25 cm x 2 cm Processo do recheio: com uma faca fazer cortes quadriculados em toda superfície da massa e aplicar o recheio (pasta de alho) sobre toda a massa Fermentação: 90 minutos ou até obter o ponto Acabamento: borrifar as peças com água, salpicar queijo parmesão e cheiro-verde (a gosto) Temperatura do forno: 200°C com pouco vapor Tempo de forneamento: 15 minutos com vapor ou até obter o ponto Rendimento: 44 pães de alho com aprox. 411 g cada",,,,"Manteiga sem sal (13,25%, gg); Catupiry (13,25%, gg); Queijo parmesão (ralado)6,5 (6,5%, gg); Azeite de oliva (3,2%, gg); Alho em pasta (4,8%, gg); Cheiro-verde (picado) (3%, gg)","Queijo parmesão (ralado) (4,5%, gg); Cheiro-verde (picado) (2,5%, gg)",15450,,,700,4400
3987,PÃO DE MILHO FILÃO COM IREKS PÃO DE MILHO ESPECIAL C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE MILHO ESPECIAL C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (6%, 600g); Água (gelada) (40%, 4000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: filão Acabamento: umedecer a parte superior dos pães, rolar no fubá e fazer cortes decorativos, conforme e foto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 30 minutos com vapor ou até obter o ponto Rendimento: 43 pães de aprox. 309 g cada",,,,,,15100,,,,
3989,PÃO DE MILHO ROSETA COM IREKS PÃO DE MILHO ESPECIAL C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE MILHO ESPECIAL C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (6%, 600g); Água (gelada) (40%, 4000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 250 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Modelagem: modelar em formato de bola, achatar e fazer cortes decorativos com auxílio de uma raspadeira, conforme a foto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 30 minutos com vapor ou até obter o ponto Dica: após modelar, umedecer a parte superior da massa e passar no flocão de milho Rendimento: 60 pães de aprox. 221 g cada",,,,,,15100,,,,
3993,Pão de Milho Toscano com IREKS PÃO DE MILHO ESPECIAL C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE MILHO ESPECIAL C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (6%, 600g); Água (gelada) (40%, 4000g)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Modelagem: abrir as peças, aplicar o recheio, enrolar no formato rocambole, picar a peça recheada com uma espátula, juntar bem as partes picadas e colocar em forma para cuca (untadas) Dica: pincelar as peças com ovos inteiros na metade da fermentação e salpicar queijo parmesão ralado (opcional) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 30 minutos com vapor ou até obter o ponto Rendimento: 43 pães de aprox. 486 g cada",,,,"Linguiça toscana (65%, gg); Ricota fresca (ralada) (15%, gg); Cheiro-verde (picado) (1,5%, gg)",,15100,,,,8150
3995,Trança Catarina com Frango e Catupiry com IREKS PÃO DE CENOURA C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE CENOURA C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (6%, 600g); Água (gelada) (40%, 4000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: trança catarina recheada com frango e catupiry Fermentação: 90 minutos ou até obter o ponto Dica: pincelar com ovos inteiros na metade da fermentação e polvilhar com queijo parmesão ralado Temperatura do forno: 180°C Tempo de forneamento: 28 minutos sem vapor ou até obter o ponto Rendimento: 43 tranças de aprox. 483 g cada",,,,"Frango cozido (temperado a gosto) (65%, gg); Requeijão (tipo catupiry) (15%, gg)",,15100,,,,8000
3997,Pão de Forma Bolinhas com IREKS PÃO DE OVOS ESPECIAIS C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE OVOS ESPECIAL C50 (50%, 5000g); Ovos (30%, 3000g); Margarina (com 80% de lipídios) (10%, 1000g); Fermento fresco  (6%, 600g); Água (gelada) (15%, 1500ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 1.200 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: forma (dividir com auxílio de uma divisora) bolear e acondicionar 8 bolinhas em formas (24 x 13 x 7 cm) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 90 minutos ou até obter o ponto Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Dica: pincelar com ovos inteiros no meio da fermentação Rendimento: 50 pães de aprox. 283 g cada",,,,,,16100,,,,
3999,Trança Catarina com Calabresa com IREKS PÃO DE OVOS ESPECIAL C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE OVOS ESPECIAL C50 (50%, 5000g); Ovos (30%, 3000g); Margarina (com 80% de lipídios) (10%, 1000g); Fermento fresco  (6%, 600g); Água (gelada) (15%, 1500ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 300 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: trança catarina recheada com calabresa e catupiry Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Dica: pincelar com ovos inteiros no meio da fermentação, polvilhar com queijo parmesão ralado Rendimento: 53 tranças de aprox. 393 g cada",,,,"Calabresa (fatias finas) (48%, mlml); Requeijão (tipo catupiry) (23%, gg)",,16100,,,,7100
4001,Rosca Toscana com IREKS PÃO DE MANDIOQUINHA C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE MANDIOQUINHA C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (4,5%, 450g); Água (gelada) (40%, 4000ml)","Preparo do recheio: misturar o cheiro-verde e a linguiça toscana com a ricota ralada, reservar Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: abrir a massa, aplicar o recheio e enrolar no formato de filão, cortar a massa no meio em todo o seu comprimento e trançar, conforme a foto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 15 minutos sem vapor ou até obter o ponto Tempo de forneamento: Dica: pincelar com ovos no meio da fermentação e polvilhar com queijo parmesão ralado Rendimento: 42 roscas com aprox. 515 g cada",,,,"Ricota fresca (ralada) (20%, gg); Linguiça toscana (73%, gg); Cheiro-verde (picado) (1%, gg)",,14950,,,,9100
4003,Trança Catarina com Bacon e Cebola com IREKS PÃO DE ABÓBORA C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE ABÓBORA C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (4,5%, 450g); Água (gelada) (40%, 4000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 1 minuto na velocidade 1 Peso das peças: 350 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: Trança Catarina, com bacon e cebola Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Dica: pincelar com ovos inteiros no meio da fermentação e polvilhar com queijo parmesão ralado Rendimento: 42 tranças de aprox. 491 g cada",,,,"Bacon (picado e frito) (40%, gg); Cebola em anéis (refogada) (20%, gg); Requeijão (tipo catupiry) (20%, gg)",,14950,,,,8000
